source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
683,Davidianae,E. xichangense,"Xichang, Sichuan",C. Zhang Zhang302,BNU,0,2,1,1,7.14,3.03,17.57,6.7,6.43,4.49,5.36
684,Davidianae,E. xichangense,"Xichang, Sichuan",C. Zhang Zhang302,BNU,0,2,1,1,7.24,2.5,18.31,6.16,6.04,5,5
685,Davidianae,E. xichangense,"Xichang, Sichuan",C. Zhang Zhang302,BNU,0,2,1,1,6.81,2.74,19.11,7,7.33,5,5
686,Davidianae,E. xichangense,"Xichang, Sichuan",C. Zhang Zhang302,BNU,0,2,1,1,6.94,3.33,16.07,6.43,6.09,5,5
687,Davidianae,E. xichangense,"Xichang, Sichuan",C. Zhang Zhang302,BNU,0,2,1,1,6.74,2.66,19.62,6.57,7.17,5,5
688,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,13.99,7.46,23.13,6.43,4.66,3.97,5.48
689,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,12.81,6.04,24.28,6.82,5.65,3.97,5.48
690,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,13.25,7.41,22.39,6.93,5.55,3.97,5.48
691,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,11.78,6.71,23.35,7.04,5.87,3.97,5.48
692,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,13.78,7.65,24.81,6.73,5.35,3.97,5.48
693,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,12.34,7.74,25.48,6.39,5.57,3.97,5.48
694,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,12.79,7.34,24.17,6.29,5.59,3.97,5.48
695,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,12.89,7.11,24.75,6.67,5.04,3.97,5.48
696,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,12.57,7.56,24.87,6.82,5.97,3.97,5.48
697,Dolichocerae,E. yinjiangense,"Yinjiang, Guizhou",C. Zhang Zhang297,BNU,0,1,1,0,13.39,7.53,24.78,6.77,6.31,3.97,5.48
698,Dolichocerae,E. zhushanense,"Zhushan, Hubei",C. Zhang Zhang199,BNU,0,3,3,0,16.45,6.1,27.7,5.87,5.26,4.47,6.75
699,Dolichocerae,E. zhushanense,"Zhushan, Hubei",C. Zhang Zhang199,BNU,0,3,3,0,17.48,6.35,27.69,6.16,5.08,4.47,6.75
700,Dolichocerae,E. zhushanense,"Zhushan, Hubei",C. Zhang Zhang199,BNU,0,3,3,0,17.92,6.04,27.28,5.97,5.05,4.47,6.75
701,Dolichocerae,E. zhushanense,"Zhushan, Hubei",C. Zhang Zhang199,BNU,0,3,3,0,16.9,6.36,27,5.58,5.15,4.47,6.75
